aligned_nrmse_std_log_median,aligned_rmse_log_median,anchored_rmse_log_median,duration_s,evaluation_scope,failure_rate,fixed_aligned_rmse_log_median,n_logs,prediction_to_travel_std_log_median,run,trainer,training_observations_log_median,travel_range_log_median,travel_std_log_median
0.15733107214830583,3.5657252656297285,3.8586087547984054,10.0,full_log_excluding_training,0.0,3.565794226919353,11.0,0.9510274501329775,random-window-front-v1,oracle-isotonic,976.0,149.90437255734173,22.604706452395806
0.09630282367629467,1.8029164269668732,1.802916426966873,10.0,training_window,0.0,2.161199810658219,11.0,0.9953520741108305,random-window-front-v1,oracle-isotonic,976.0,107.54200519072413,19.819635599045128
0.13324238809298256,2.9229532573182198,3.0168234808123673,120.0,full_log,0.0,2.9229532573182198,11.0,0.9893971776276058,random-window-front-v1,oracle-isotonic,11711.0,149.90437255734173,22.524702380028554
0.14641584498264532,3.2264019408634708,3.256856802790117,120.0,full_log_excluding_training,0.0,3.2342380636874606,11.0,0.9881999703026989,random-window-front-v1,oracle-isotonic,11711.0,148.7314640450589,22.13414303858061
0.10805339453933416,2.4620950328155473,2.4620950328155473,120.0,training_window,0.0,2.4818026592436104,11.0,0.9941446536885943,random-window-front-v1,oracle-isotonic,11711.0,142.1416860975866,21.521057166498586
0.14389275470331625,3.228978095285385,3.445191544073431,20.0,full_log,0.0,3.228978095285385,11.0,0.9726213292761516,random-window-front-v1,oracle-isotonic,1952.0,149.90437255734173,22.524702380028554
0.14480144343295948,3.2875043767828123,3.473867926641625,20.0,full_log_excluding_training,0.0,3.2879534674163757,11.0,0.9714601290171858,random-window-front-v1,oracle-isotonic,1952.0,149.90437255734173,22.498072701689363
0.09921879485690772,2.1446636630120453,2.144663663012045,20.0,training_window,0.0,2.300866588773596,11.0,0.9950649450236113,random-window-front-v1,oracle-isotonic,1952.0,120.06269069374967,20.131818835001138
0.1378961338647739,3.0944128951590244,3.2868450252734607,40.0,full_log,0.0,3.0944128951590244,11.0,0.982908158869908,random-window-front-v1,oracle-isotonic,3904.0,149.90437255734173,22.524702380028554
0.14061389795596585,3.1909983605413745,3.346968109952982,40.0,full_log_excluding_training,0.0,3.1912864000073142,11.0,0.9813776694384384,random-window-front-v1,oracle-isotonic,3904.0,148.7314640450589,22.45820799698266
0.10413348727519009,2.2861817810183176,2.2861817810183176,40.0,training_window,0.0,2.3476528909983037,11.0,0.9945629380334713,random-window-front-v1,oracle-isotonic,3904.0,128.48474116409312,20.6791755745095
0.17907504024464999,4.039836336511243,4.170826857566491,5.0,full_log,0.0,4.039836336511243,11.0,0.9414103161374716,random-window-front-v1,oracle-isotonic,488.0,149.90437255734173,22.524702380028554
0.1798795285454956,4.068952937622967,4.200763974232933,5.0,full_log_excluding_training,0.0,4.069089223435474,11.0,0.940120357790523,random-window-front-v1,oracle-isotonic,488.0,149.90437255734173,22.574643379384764
0.08585526581439468,1.5582903877084062,1.5582903877084062,5.0,training_window,0.0,1.971850686610177,11.0,0.9963065515603904,random-window-front-v1,oracle-isotonic,488.0,97.2151890459368,18.927690997462705
0.13715069606023814,3.0776851429715943,3.1683324300219935,60.0,full_log,0.0,3.0776851429715943,11.0,0.9846659321878743,random-window-front-v1,oracle-isotonic,5855.5,149.90437255734173,22.524702380028554
0.139059421356992,3.2215736616871746,3.3158405786130163,60.0,full_log_excluding_training,0.0,3.2237516074219315,11.0,0.9812569953871727,random-window-front-v1,oracle-isotonic,5855.5,148.7314640450589,22.513578517151423
0.11341769076639263,2.299245603707643,2.299245603707643,60.0,training_window,0.0,2.419599332452126,11.0,0.9935433048635458,random-window-front-v1,oracle-isotonic,5855.5,136.14620959402913,20.87511092084815
0.15088003518190737,3.34398185045328,3.500892694623796,10.0,full_log,0.0,3.34398185045328,11.0,0.9804631412941383,random-window-front-v1,oracle-power,976.0,149.90437255734173,22.524702380028554
0.1549113101705246,3.3629446074947866,3.5272455143654367,10.0,full_log_excluding_training,0.0,3.3629894414592787,11.0,0.9798797207276068,random-window-front-v1,oracle-power,976.0,149.90437255734173,22.604706452395806
0.11346116590260032,2.046455584201516,2.0464555842015164,10.0,training_window,0.0,2.4785011051195704,11.0,0.9935421799984299,random-window-front-v1,oracle-power,976.0,107.54200519072413,19.819635599045128
0.13899303832711032,3.007211044557444,3.0696484331684992,120.0,full_log,0.0,3.007211044557444,11.0,0.9904797181658924,random-window-front-v1,oracle-power,11711.0,149.90437255734173,22.524702380028554
0.15185012506357232,3.2881018161445006,3.454291998611494,120.0,full_log_excluding_training,0.0,3.2882282540231733,11.0,0.9899578021121221,random-window-front-v1,oracle-power,11711.0,148.7314640450589,22.13414303858061
0.12086643678075124,2.5964937240084636,2.5964937240086363,120.0,training_window,0.0,2.717617661261926,11.0,0.9926687700305821,random-window-front-v1,oracle-power,11711.0,142.1416860975866,21.521057166498586
0.14785979857337322,3.3179992401363627,3.471059396218692,20.0,full_log,0.0,3.3179992401363627,11.0,0.9812286878174836,random-window-front-v1,oracle-power,1952.0,149.90437255734173,22.524702380028554
0.15072309801987765,3.3609043401285112,3.539303179091449,20.0,full_log_excluding_training,0.0,3.3613149070116073,11.0,0.9811613527353985,random-window-front-v1,oracle-power,1952.0,149.90437255734173,22.498072701689363
